"sampleID","tubeLabel","plateID","sampleType","CDCA","GCDCA","TCDCA","UDCA","GUDCA","TUDCA","DCA","GDCA","LCA","GLCA","TLCA","CA","GCA","TCA","TDCA"
"SRV00237","1612-10","SRVp009","sample",37.8710378756,172.762956778,42.9893735966,21.3936178064,41.4082824778,8.2919638479,345.4304576339,115.4933734448,16.2344028286,7.6309089439,0.7173347042,7.3890024223,62.4425810739,8.4967051939,25.4333709844
"SRV00344","1650-23","SRVp009","sample",2521.9867058706,1396.7258450674,141.834666662,183.2987831525,118.2143285486,4.8515009592,1028.544421601,318.7258432583,4.2619162436,12.074164707,2.1354990826,1673.2409159787,154.8129846269,17.4809183691,43.0431578254
"SRV00324","1645-23","SRVp009","sample",36.6620654986,411.6077291836,168.6566886763,5.3920402419,24.1628055391,6.4404266841,23.3027489954,25.3025422686,11.5590645436,20.5569940173,6.0108117426,25.7342291727,130.3245285861,36.6931534233,12.1980876902
"SRV00317","1644-10","SRVp009","sample",372.791102811,1224.4525995757,219.0686805107,44.3176692037,144.0133585073,9.4456650086,4.6344436225,4.1093830038,0.4779286518,1.6507996881,0.4038823586,81.7986319285,409.7885209322,55.4717271279,NA
"SRV00332","1647-10","SRVp009","sample",295.0339356734,2424.8519936007,256.1412157441,6.509942176,61.1471284131,5.266657062,633.0749160153,1862.0112185824,31.9811398455,46.8308637463,8.5297659315,505.7273503108,634.3231879684,67.0774469096,177.5829360362
"SRV00239","1612-23","SRVp009","sample",26.9254774611,819.6827776322,151.4042633941,18.8013734285,95.0608638278,11.6789556866,226.2650145778,408.6991041125,12.8503570133,46.692898063,6.042646625,19.9012111239,244.0384078867,28.4449434951,84.0974160324
"SRV00248","1622-18","SRVp009","sample",86.1812480019,714.6466473714,107.0291798718,5.3135979073,43.2156884342,2.1640492734,55.996754816,113.9795756631,5.8482071195,8.9448150722,0.5466622138,139.1869558369,214.2037007428,29.3681591548,18.7862077915
"SRV00260","1624-26","SRVp009","sample",261.3489627707,1346.5677024048,129.0029956499,46.5406022064,123.7661517692,3.4919440945,305.7521604676,372.3579582519,7.8154934718,14.4656310468,2.3755696846,335.131024625,426.7549986645,35.1569065831,39.717808651
"SRV00254","1623-23","SRVp009","sample",555.240446329,990.490718497,51.5794602478,87.7192194382,111.4902548735,1.5334105446,134.6601328503,101.1520348814,5.7450645442,5.6244788885,0.8977371971,1800.0751928509,363.7814941697,18.4109465636,5.8333317169
"QC04#1",NA,"SRVp009","qc",36.7257092196,22.9955157033,39.9280270171,20.9822863629,21.5856155157,46.0414526804,21.1200624575,21.3876803796,27.9504088179,23.2602489357,38.3578228054,11.7756598952,25.6456842542,38.7821023955,38.2772379668
"SRV00327","1646-10","SRVp009","sample",210.8264806786,1236.4946604959,84.6806846836,22.3559380445,168.6003254377,4.5049740982,284.8792493761,491.8257263127,5.0313836668,9.4737279179,2.264191548,305.7370500328,527.9827545309,36.0675062013,36.7479055232
"SRV00305","1641-26","SRVp009","sample",531.7894030277,690.4793665245,81.6248505509,54.7189860919,73.5640644588,5.7737530627,423.424519423,241.767436432,10.199962459,4.9345734476,1.9809631156,420.9257778417,212.1405040884,27.3130338813,31.4521182713
"SLTR#5",NA,"SRVp009","sltr",432.3831538406,1714.2081413956,277.9847713015,63.6169919372,198.1822186634,9.091288069,314.5962825201,539.506632598,8.3369151104,22.7975203635,3.6718974736,153.8593827329,411.7919849536,91.0553071188,91.5939116071
"SRV00217","1608-10","SRVp009","sample",682.6567843545,766.7910718214,105.9865321745,24.0185284383,28.6692588255,2.9748800874,988.6890679097,916.4220296444,9.119585271,26.5441416138,3.4768708647,1163.0441432283,192.5324720826,28.1339088165,135.2841613601
"SRV00202","1605-10","SRVp009","sample",1216.5304734404,718.7457604807,59.4825934493,71.1807347629,48.4107938936,2.3458614498,135.3753369456,34.7247545613,4.024869522,4.4274553269,0.8967874887,2645.9365369636,224.3624278937,19.4604981996,4.5818621213
"SRV00214","1607-23","SRVp009","sample",122.9827428244,2093.6335142791,333.4175152269,15.7984947687,195.1803516795,10.4123372492,191.6335814319,656.3129965847,6.9117766449,22.35925904,9.1418102135,97.6281733166,637.8082532231,102.3770417168,119.997570978
"SRV00235","1611-26","SRVp009","sample",107.0961592154,743.7243378078,88.5658684785,22.6389219087,111.8410690661,7.5977669266,137.1083668028,233.3244841831,5.6069368,6.289311474,2.018854824,36.1628263371,256.8698549602,54.0255945477,45.5018489489
"SRV00295","1635-26","SRVp009","sample",677.6047353526,5937.3238137801,1095.0680793667,527.773563055,1878.6130197693,149.7643525163,254.2570308602,754.8187888379,3.7200793366,3.2149786085,2.3262085235,194.8098641234,792.6670204446,144.4053201529,183.2112446679
"SRV00218","1608-18","SRVp009","sample",27.5332197613,752.6263007631,153.5084901198,NA,14.9630062476,1.8815777896,232.9752997853,729.0184896289,7.9276862552,20.9948828487,7.8716038959,47.6299367184,262.6699377796,49.6422840558,204.8499993943
"SRV00205","1605-26","SRVp009","sample",29.3701753968,980.6909038798,96.452983429,NA,83.3337047306,3.4654407032,5.7139069766,31.6145555978,4.0565794533,3.6938623553,1.14167172,49.2447950497,354.7021424774,39.9625110076,2.7235833054
"LTR#6",NA,"SRVp009","ltr",473.1242986632,1773.163349962,268.0934429553,65.635450891,196.9414311506,8.3412578842,309.083247141,544.8994634572,5.5336889964,22.1979836221,3.1313118279,147.3781975285,363.2046390692,85.0224189072,102.4864196575
"SRV00319","1644-23","SRVp009","sample",312.03040315,1163.5496268018,311.0455363471,74.4020176912,186.5002700336,14.2631401211,2.3339483106,2.1678311571,NA,1.1046517296,1.4226653464,113.0194994707,454.6692761039,83.2651804362,NA
"SRV00334","1647-23","SRVp009","sample",299.9201534678,1593.6819282695,185.7173976209,5.4612469736,35.1518831734,2.8292534936,242.1711365154,860.5694719916,26.5038907662,69.2818845889,3.1679419804,196.8852991963,723.1520660721,57.1058110437,99.5202753069
"SRV00240","1612-26","SRVp009","sample",305.1603371263,2265.8072720604,295.3251474738,38.4469144729,263.6001339724,17.273828614,488.3238901199,1133.18077539,10.4470693503,18.2632154151,6.455997429,36.1913515241,617.3831985954,75.667482387,191.4208912755
"SRV00345","1650-26","SRVp009","sample",108.5606257661,1933.0064056577,146.9456245435,27.0958827275,287.9910108387,5.9557046355,106.553329389,544.098081477,2.0395060366,5.450437983,2.6607419684,106.5835302605,341.2374084206,32.2503564171,53.2610712879
"SRV00322","1645-10","SRVp009","sample",16.4474192576,563.7763914026,200.2451473333,2.8106753422,40.0069482618,8.3541577526,13.6700952896,52.82741221,12.687764199,5.7470136159,4.4955435216,19.5927183683,188.0329264145,39.7090828286,16.6229642077
"SRV00320","1644-26","SRVp009","sample",503.2345542788,4059.7699663679,654.4024075856,125.9526498502,634.9268154672,36.409484099,1.779641635,3.1283477982,NA,1.7195951884,NA,384.2397772343,1174.2298716805,192.0798823963,NA
"SRV00326","1646-2","SRVp009","sample",542.3801325369,1590.0732341193,115.0506983124,97.5725534433,201.2592460117,3.6775230487,682.8507087528,651.3954362221,6.4012496958,8.6012619171,1.5550195792,907.459702464,577.1093631871,40.9834522749,47.3354590509
"SRV00302","1641-10","SRVp009","sample",351.1422522799,633.6584521439,89.344800787,37.3153562497,82.4921613359,4.3366743138,533.6982772328,351.163350336,17.2247865313,18.2885279845,3.0571701802,105.8537098548,124.6893886792,23.8027038314,40.3715198279
"SRV00250","1622-26","SRVp009","sample",247.8976968406,1816.7925151795,296.4324505918,18.6010451447,106.1251347874,6.7689209119,85.748582679,204.927753885,7.0743434512,4.5057218273,0.8739145759,482.1381059622,780.038662465,124.2567872276,45.6791808631
"SRV00258","1624-18","SRVp009","sample",712.1807008392,717.5433567004,74.9079305663,54.9807162718,74.0128001996,4.8070968523,358.4630185487,199.7414903799,7.4191207979,5.6994055543,2.9587264103,860.2144055618,186.5056070233,20.1923379121,23.7022981525
"QC02#1",NA,"SRVp009","qc",342.8080014786,193.5839177441,463.2897802994,244.3141163501,259.0997426321,487.2543107173,226.2374002892,225.0806502872,276.3332822711,214.4966554891,409.2624756384,111.5028645739,245.7334001767,387.5149533073,383.7924010766
"SRV00253","1623-18","SRVp009","sample",1217.5330331676,1543.8924563397,71.9241519192,140.2629879467,194.9745204598,3.6836871558,235.2794783716,122.8807436513,NA,4.9405542828,0.381654268,5574.5644366086,377.5634120143,18.9642960806,5.2737959343
"SRV00329","1646-23","SRVp009","sample",77.0751702281,895.2000354278,75.9670650063,14.0141185602,89.773500063,3.0358006332,244.973045655,394.3405928082,3.3007295747,14.1589000565,2.3692142008,115.1361205917,452.1217693679,32.2974148959,33.7556457084
"SRV00301","1641-2","SRVp009","sample",478.8106462735,189.1963579669,41.0873351174,84.555471321,43.4619188256,4.7511060777,597.2961927225,108.2106262368,12.0563971219,5.1930398117,1.7916621476,215.9829584874,111.3298398289,33.5027935098,16.7397536109
"SRV00292","1635-10","SRVp009","sample",740.3291208179,2347.1061248769,313.6637402423,565.2031087463,1664.3861191358,73.4275529984,290.8179144765,429.5497377542,5.916260599,0.8739638289,1.730621424,33.6630359451,254.6267341094,41.7184782718,69.3451702812
"SRV00220","1608-26","SRVp009","sample",18.426674697,230.1108209927,42.986546058,NA,4.1925331417,0.7146853089,199.0403230912,183.8427696325,5.5243007239,5.6394718388,3.1427606341,54.0412417536,81.9735324801,12.7960910645,46.4949444876
"SRV00203","1605-18","SRVp009","sample",2239.0329251793,1462.3391963484,183.6264526947,55.5644670212,85.8402625778,4.0837529414,69.3916165357,62.5231833104,3.102001042,2.9176748557,3.2761465753,1313.2897124796,345.6818059709,43.5306829887,8.6365348201
"SRV00213","1607-18","SRVp009","sample",69.5470389156,1194.90016784,94.5839398823,9.5123897115,170.045118222,5.1820487933,122.3333433073,306.7302064052,5.9968851986,11.2976531668,3.1698805395,47.0333399787,279.5742393354,33.1301118092,36.3569485697
"SRV00231","1611-2","SRVp009","sample",359.688743434,1034.3794872561,98.6964285731,40.9118892429,160.3362326715,8.7659641956,589.969685467,636.9064644118,13.8505050065,10.0145983737,4.8356013192,33.4574861358,316.9444979591,30.9993681214,69.49317984
"SLTR#6",NA,"SRVp009","sltr",438.7395873853,1683.7447214254,293.0787518736,72.2211456929,193.3574211922,10.3047509232,327.3473911661,519.5183104366,9.9886364571,24.0502993395,3.8710384025,150.3508368778,417.1246459033,87.8179666017,96.9170209765
"SRV00343","1650-18","SRVp009","sample",1884.2689369032,1005.7135050365,71.1361380917,134.814103707,121.4541537059,2.1526567257,735.5233321759,215.6791010216,1.8749727529,8.3483179157,2.7931657579,1309.2741093787,127.9879765767,17.0026775171,22.2503811524
"LTR#7",NA,"SRVp009","ltr",449.294656252,1702.868892704,264.0450117914,57.1998269985,198.3168261146,9.7869458786,312.0297552138,521.5551067132,4.7137587079,22.1975069905,3.2003979028,142.9752800818,380.5348180756,87.1442834652,104.9235797122
"SRV00325","1645-26","SRVp009","sample",34.775921149,488.6374508921,182.2967167055,2.7985126493,25.9143125832,4.743432463,12.118349051,24.0304373183,5.9226117957,4.0552533637,2.0251584907,29.0741572341,106.2890992119,33.755619566,8.6447274731
"SLTR#7",NA,"SRVp009","sltr",475.3265439549,1623.5823857153,277.5720616541,69.2218027811,195.7910512784,8.595427042,316.2225205915,536.974359132,6.531975727,21.7234578926,3.6846532004,162.3364301845,413.6294894101,92.7471950773,88.4263307597
"SRV00333","1647-18","SRVp009","sample",829.3707488349,1384.6821797533,112.2093795977,12.9833577764,36.0131369223,1.477561274,647.050936821,716.7649141102,18.3856789957,36.1929636613,4.1493393561,1365.6099831579,543.1387822884,35.8534642219,64.430674258
"SRV00236","1612-2","SRVp009","sample",155.1181489514,836.8972119772,126.2188777235,43.2036726363,153.3057367611,13.8563958152,488.6208579212,519.7909936985,10.1516654124,6.7326357714,3.694923151,18.6537626391,203.8774353768,26.4807496819,91.7250887091
"SRV00341","1650-2","SRVp009","sample",189.0823290691,673.1375778856,30.4039372135,41.6278834482,117.0633220793,1.3174741878,270.3670310589,188.923503828,7.9073716108,4.5326486381,1.5594140776,245.52351114,97.7674585378,5.2419560759,9.6767547029
"SRV00323","1645-18","SRVp009","sample",81.0655149989,262.3353095047,86.9962650497,11.628014417,20.1936167846,4.7964002888,27.3965047884,19.8617557217,9.0229665594,3.6421794245,0.1675612381,77.8334081403,64.9727771582,19.7159450416,8.1116247758
"SRV00255","1623-26","SRVp009","sample",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SRV00328","1646-18","SRVp009","sample",83.9018688269,937.2201256811,63.468290274,16.2065566803,129.9600686465,2.8235024572,241.0505985217,436.7454442774,1.3481124299,8.0186224967,2.9191260705,158.9036880055,466.818508265,23.60246497,27.2146309049
"SRV00303","1641-18","SRVp009","sample",469.3233187489,816.2680646262,97.2494660517,31.8386677289,78.82796372,6.4359886165,356.566506353,281.6965921511,10.9195353371,10.0575612834,1.2451879395,361.3466978165,143.5430370592,22.0128407771,39.9118573918
"SRV00246","1622-2","SRVp009","sample",44.383627007,807.2657245178,111.6543164459,16.7433267295,140.3426674089,4.9611434927,181.1844120539,287.6694141504,16.9338105916,9.4314416102,2.7624301052,26.2870498743,187.8666996261,29.0922196154,36.3653657156
"QC03#1",NA,"SRVp009","qc",33.448976344,20.9422260605,42.2623489957,22.6288203948,23.4588224411,46.6898919925,24.2079972969,20.8523529085,28.4440841903,21.3604166325,38.2961577054,13.737384851,26.2413218646,38.5593483403,41.3860470509
"SRV00256","1624-2","SRVp009","sample",89.2818884643,880.1794921843,116.806544523,11.3326085032,127.2183308826,7.224013224,169.6528224098,339.5895619989,6.6606273017,8.066950658,2.5726903253,95.0668183183,249.7332867297,25.9161040411,43.881939685
"SRV00252","1623-10","SRVp009","sample",131.8732719804,544.3032445236,24.605448067,32.2558936766,123.9846936698,2.5570713085,101.9919113441,76.6338875518,9.4587048366,6.8184235503,0.9482549496,471.981616227,171.3391673022,7.6304010021,4.3166565902
"SRV00212","1607-10","SRVp009","sample",8450.3278987989,1773.3126473919,511.4918062769,482.2966128882,161.1290331709,21.2319788547,3706.2001795682,554.1753668407,13.2639959128,51.6991832998,5.8348620174,6545.3876130231,249.8661760111,103.8811611438,150.580986706
"SRV00234","1611-23","SRVp009","sample",67.4369897194,941.571601179,123.6078776001,16.4296485641,124.0191839387,12.5836159007,184.1857600238,371.5168316533,17.0872534161,18.9243322102,4.4769172755,31.5159334062,284.7729282329,36.0774678612,71.4466672175
"SRV00293","1635-18","SRVp009","sample",252.3440635827,2066.7994369422,284.7857911713,239.5318496485,1541.8873644717,69.4837759836,144.6251220913,350.3624739156,5.0554051396,0.6366116788,0.0761839657,75.6236544934,447.3729726179,73.8085178895,63.7144065593
"SRV00216","1608-2","SRVp009","sample",65.7185952709,106.4758226305,9.6433202402,NA,8.3728536169,0.6950016596,274.183020953,136.0849998234,9.9129801626,7.9236137389,1.6465715325,128.8442098278,35.3946254576,5.5638791935,18.1829753507
"SRV00201","1605-2","SRVp009","sample",69.2724295502,269.6710859963,15.0353788349,8.6972733987,31.0463316505,1.6537637673,31.0542287196,24.0194252078,3.6824460069,4.2252039766,1.34253087,79.2532059098,133.8240620271,12.0022132477,2.1953060144
"SRV00211","1607-2","SRVp009","sample",137.8514739693,1950.6311665496,591.7277887316,28.9367738744,209.7125011056,17.1307996187,231.5618586101,567.3668666991,7.2162173341,37.2673277783,6.52629806,158.3349067903,449.3208147617,118.6831517764,173.7280131294
"SRV00233","1611-18","SRVp009","sample",79.1750715022,1240.6141803508,130.4118319232,15.7651563228,203.9510605286,11.6422968466,199.6511925747,429.6984104763,16.6775155873,12.952050922,3.2786230604,16.8542560395,306.1347305583,34.0043466661,63.7973211002
"SRV00291","1635-2","SRVp009","sample",1822.1803569062,2704.2510652973,525.2614549068,847.5884861087,1327.2958507079,103.8401701806,512.3091886314,426.8669200698,6.8414417699,NA,1.0853446097,437.6683684757,288.7134213271,58.3315077199,98.0375139337
"LTR#8",NA,"SRVp009","ltr",432.6258888789,1756.4843129675,286.4563852153,59.452459591,189.487170861,8.9562942041,314.613083413,530.8919961633,5.4307141851,21.1689859918,2.7662527397,153.026522694,435.5756278282,83.6476296696,85.6176053568
"SRV00342","1650-10","SRVp009","sample",781.2273893922,1092.5838942947,59.6284666582,69.5992147003,164.1942563193,5.0625871521,446.7468737321,282.2142606866,2.2617784465,6.9810146696,2.9494914404,831.6704680554,162.9832538166,13.7100283493,20.4993938653
"SRV00321","1645-2","SRVp009","sample",213.2898924242,812.5591731124,260.9957807672,21.1167852656,44.005239998,5.2199486631,65.1774291342,45.1855216898,8.0771399098,6.8150342144,1.7860714874,306.7349655241,220.2970406381,58.0247754467,17.0300377348
"SRV00318","1644-18","SRVp009","sample",489.0726463593,1454.5615196927,308.7948079402,111.7711666275,277.1503529442,18.1784779535,NA,NA,NA,NA,1.2806501971,572.4588655518,337.2646177755,53.6040572343,0.1921492925
"SRV00335","1647-26","SRVp009","sample",82.4453557497,1446.2432544862,105.6250619355,NA,26.6540168655,1.9912793728,90.6988888618,498.474824563,20.6246012346,19.5476119156,5.2174750888,64.4759377419,737.4802612244,51.9933883554,50.4378247216
"SRV00238","1612-18","SRVp009","sample",25.3592482267,383.6239288432,42.1687669373,14.841424858,62.721277552,9.1568691911,254.7312517207,186.6361982825,10.4232233448,18.6161990686,1.8916788901,9.3199380572,109.7667377441,14.262428628,20.3493300769
"SRV00249","1622-23","SRVp009","sample",36.4184098787,1015.0461370178,154.1056555243,NA,45.0899442577,1.7789718995,27.9484384571,145.3198206599,6.1292896173,11.0655223889,2.39828437,54.3010562414,274.0672746458,41.3844283764,26.1532512191
"SRV00257","1624-10","SRVp009","sample",46.0251182973,448.2177225516,47.895146761,6.3084049928,67.3971776017,4.88259013,98.8097403018,152.4204315944,8.0431725256,5.1614974465,0.4794585987,48.0757486217,171.4695212936,12.5158295879,18.609206544
"SLTR#8",NA,"SRVp009","sltr",470.8798189369,1750.2598919858,274.4717400403,64.9400569679,178.1103357095,12.3981298603,326.4464090305,504.4715839934,9.6216053401,20.7961434282,3.2235622397,152.6253976828,426.2527469051,99.2098532001,95.731516108
"SRV00330","1646-26","SRVp009","sample",171.4771128725,1325.7278075764,102.8575702158,18.7011271432,106.7707597224,3.4923303865,323.0091752397,503.638981221,2.2451566287,4.0805749258,0.7777485858,479.509091837,538.7338738111,44.1541571061,49.8703665401
"SRV00304","1641-23","SRVp009","sample",227.9690772967,830.7495798573,137.098435409,36.4675256289,46.967939623,5.4198992422,315.8215681547,358.6130557877,13.023461354,12.6482918656,2.5242089914,183.8288809693,196.3835730656,36.0002175654,66.9237003164
"QC01#1",NA,"SRVp009","qc",338.4819207248,193.4403909251,431.9359340803,237.4553520137,246.1744970152,494.4517135482,232.3029814322,215.4516941785,275.7115984598,225.101195047,409.8371421932,122.2910690439,252.0854589695,408.642662244,403.5639099931
"SRV00247","1622-10","SRVp009","sample",151.5005984492,611.6348760866,215.7307806123,22.7490238494,89.221518474,7.0878283703,147.2623398402,215.7701386383,15.6412073246,19.2199894894,1.7014197205,282.5078885389,308.251330006,50.5198690867,50.053958167
"SRV00259","1624-23","SRVp009","sample",204.4263943956,648.6741174211,99.2229150896,46.7329984963,48.298634366,4.0970220133,288.9662779201,188.2580556789,6.9164970148,8.2908208579,2.0383547596,112.2604538008,221.1366202225,23.3444732995,33.533996989
"SRV00251","1623-2","SRVp009","sample",168.6867545843,1036.0846938317,32.2152035486,42.0484559158,317.5621471812,3.1243809077,149.6372711039,261.6081261808,11.6888845538,26.7750125633,2.4288674924,245.3360175066,192.1124572404,6.8201701612,14.0922868745
"SRV00215","1607-26","SRVp009","sample",68.9404617832,2583.1384468716,234.2199957386,8.2725795661,305.3015458393,13.8262572989,128.1631884149,702.1503526997,4.510938144,15.319486648,5.1665478907,108.6781086672,707.1622962387,73.3468603058,90.3584967241
"SRV00232","1611-10","SRVp009","sample",37.7292627436,822.6622506592,59.4999266529,15.9102816302,141.6189003144,7.2266059456,198.3958939981,459.0908845268,13.9398210802,9.8942224276,1.2605545392,13.7241453736,238.6678765301,21.6571877318,50.4385038809
"SRV00294","1635-23","SRVp009","sample",257.8236893001,6789.318892455,1496.8233014093,277.8896366577,3254.6457161021,263.4335374801,175.6967527474,1181.1741105604,10.8753483059,6.8984958589,5.1409661819,50.0044106198,1391.9489008302,287.0246324992,313.9247970405
"SRV00219","1608-23","SRVp009","sample",91.3933225448,784.2757759729,122.2009782387,NA,19.3557712777,2.6027981444,321.6776282907,786.0445915703,11.6199579455,16.5779669308,5.4005738745,159.2716519859,269.0870145081,39.4942332366,164.7710312264
"SRV00204","1605-23","SRVp009","sample",597.0220181074,1187.0329447176,179.7092538478,31.1394934297,63.1743459974,5.0673831951,40.8429979143,32.7850935679,6.8696793088,12.6689736423,1.962065875,1269.0899964314,342.0857091988,41.6483994909,5.5831394808
"SRV00316","1644-2","SRVp009","sample",218.9786897491,1516.1351003141,248.3941787209,68.8026725132,164.6309229066,12.0830940639,NA,NA,NA,1.5233964999,NA,110.0393368485,525.5338907124,61.7801444329,NA
"LTR#9",NA,"SRVp010","ltr",461.3745194579,1674.979873889,292.3526736367,66.6088294903,180.6593202718,9.8980882099,318.8360024699,506.9937917777,3.7079437924,21.845017042,4.1253317866,156.0718396486,390.9111554963,94.2276786259,96.9483289095
"SRV00354","1655-23","SRVp010","sample",21.7022555382,545.1419842235,669.2920610423,2.6051120245,11.6761784218,5.4007838455,8.7953778393,40.4874560938,4.1263104672,2.2784503331,1.7298379692,21.950279595,146.7714530023,163.5012152525,67.2187701508
"SRV00358","1656-18","SRVp010","sample",758.5289489052,349.6699105229,36.4254222978,34.7867709699,26.7173690346,0.0198495222,NA,NA,1.4047012906,0.1835920174,0.5351000031,308.1344170076,90.8077697313,7.0229717361,NA
"SRV00359","1656-23","SRVp010","sample",573.0036101651,1358.6121471442,139.5130653129,26.2602966311,75.8941464345,3.5241138397,NA,NA,NA,0.4126596248,NA,148.554119128,361.1308076214,25.3329465874,NA
"SRV00357","1656-10","SRVp010","sample",1174.5560112177,572.7615596071,41.6305840063,37.1645922649,52.9381735216,NA,NA,NA,NA,0.5026783611,0.0047934934,400.6690166026,101.1864339987,8.0337211789,NA
"SRV00352","1655-10","SRVp010","sample",13.5179745051,80.7805317061,78.6894708598,NA,5.3583321835,1.9747165251,17.5437236715,17.2252938992,2.8260965899,0.4060082643,2.6819805333,12.9973540971,34.0441046807,21.0138975577,11.8212040624
"SRV00356","1656-2","SRVp010","sample",2543.6266368975,473.2764617359,51.8210474419,92.2807729115,31.0710530083,1.4164128121,NA,NA,1.0672541479,0.325753554,NA,1150.0990724975,103.0143756239,10.5875258785,NA
"SRV00353","1655-18","SRVp010","sample",145.0914231752,148.0924889455,124.0625963086,2.0497878333,6.7231380653,2.0980749788,21.3476123065,4.3062571304,4.1329914084,1.8348693572,1.7800491356,250.4680421828,48.2529826754,48.0236869443,12.1765812096
"SRV00351","1655-2","SRVp010","sample",31.0072882322,220.7089649752,176.6625938838,NA,11.106733856,3.8183871273,21.2590470203,25.203809641,5.0260107167,0.6725171823,1.4559422548,21.0303154305,79.109412264,53.5711661904,34.4345265444
"SRV00355","1655-26","SRVp010","sample",114.3170650895,605.7591455022,875.685467331,1.6060764482,23.7155314814,10.1630779999,10.6441040467,42.7319695332,2.1873840343,1.1453143662,1.6987969512,134.1958803206,253.7487415054,334.1555955996,92.3109709295
"QC03#41",NA,"SRVp010","qc",34.8780119793,18.6594883355,44.1429186575,21.4974380696,23.5720297203,45.605999412,21.4868786617,23.8523262723,27.5517601391,21.1398540096,40.7086771004,13.48250844,23.5104806082,39.3205153162,34.7670683481
"QC01#47",NA,"SRVp010","qc",349.498808962,190.5275022306,458.6133657944,227.6987087904,253.832529949,475.9066965805,230.506650223,211.8587702225,276.8334599286,215.5874856109,405.6021641541,115.7859261514,243.1250492966,401.1754883662,402.885473648
"LTR#10",NA,"SRVp010","ltr",456.6490494797,1664.5447475484,275.724953008,56.4479329947,190.8533596997,8.3807049071,308.0371357056,550.4134282273,4.451373679,21.9414479986,4.4364900638,134.9892593813,406.5578096289,86.1564482575,97.1231882909
